Id,LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,SalePrice,TotalSF,TotalPorchSF,TotalBath,has_2ndFlrSF,has_TotalBsmtSF,has_Fireplaces,has_GarageArea,has_PoolArea,has_TotalPorchSF,build_type_1Fam,build_type_2Fam,build_type_Twnhs,AirCon,street_proximity,f_BrkTil,f_CBlock,f_PConc,sale_Partial,sale_Abnormal,is_NewHome,was_remodeled,yrs_since_built,yrs_since_remodeled,recently_built,recently_remodeled,nd_Blmngtn,nd_Blueste,nd_BrDale,nd_BrkSide,nd_ClearCr,nd_CollgCr,nd_Crawfor,nd_Edwards,nd_Gilbert,nd_IDOTRR,nd_MeadowV,nd_Mitchel,nd_NAmes,nd_NPkVill,nd_NWAmes,nd_NoRidge,nd_NridgHt,nd_OldTown,nd_SWISU,nd_Sawyer,nd_SawyerW,nd_Somerst,nd_StoneBr,nd_Timber,nd_Veenker
11,10.801402082475347,3,0,0,4,4,0,3,3,3,3,4,906,5,0,134,229.1706534357071,4,1040,0,0,7.083377747205717,1,0,1,0,3,1,3,5,6,0,2,1,153.0498788568631,4,4,2,0,0,0,0,0,0,2,129500,19.600404246290537,0.0,2.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,10.884966486355669,0,0,0,8,4,286,0,0,3,3,2,998,5,0,177,250.92659738519583,4,1182,1142,0,7.920307361859144,1,0,3,0,4,1,0,11,6,2,0,3,260.04183387071083,4,4,2,147,21,0,0,0,0,7,345000,22.494188675524637,18.215971634729083,4.0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,10.997189724003883,1,0,0,4,5,0,3,3,3,3,0,737,5,0,175,207.8525501248176,4,912,0,0,6.9470778917574165,1,0,1,0,2,1,3,4,6,0,2,1,142.56230810683698,4,4,2,140,0,0,0,176,0,9,144000,18.920004509953326,24.459196182201985,2.0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,10.734594288878688,0,0,0,6,4,306,2,2,3,0,5,0,5,0,1494,299.92916135575575,4,1494,0,0,7.459901849116268,0,0,2,0,3,1,2,7,6,1,1,3,289.5745877038247,4,4,2,160,33,0,0,0,0,8,279500,21.58096516672761,19.447395692849568,2.0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,10.767672610952753,0,0,0,5,4,212,3,3,3,3,1,733,5,0,520,263.1981815879486,4,1253,0,0,7.276938788688657,1,0,1,1,2,1,3,5,6,1,1,1,142.56230810683698,4,4,2,0,213,176,0,0,0,5,157000,20.599629346155826,26.90579077619214,2.5,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,10.003424034598652,3,0,0,6,7,0,3,3,3,3,5,0,5,0,832,194.13410939464768,0,854,0,0,6.878929997280683,0,0,1,0,2,1,3,5,6,0,2,2,212.9908068939074,4,4,2,48,112,0,0,0,0,7,132000,18.521648050544847,17.799823787313628,1.0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,78,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,10.806272318247947,0,0,0,5,6,180,3,3,3,3,0,578,5,0,426,223.2476317654536,4,1004,0,0,7.046806076750403,1,0,1,0,2,1,3,5,6,1,0,2,183.58894023363396,4,4,2,0,0,0,0,0,0,3,149000,19.415985692713434,0.0,2.0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,10.751849978318178,3,0,0,3,4,0,3,-1,-1,-1,-1,0,-1,0,0,0.0,4,1296,0,0,7.312016640246765,0,0,2,0,2,2,3,6,6,0,2,2,194.7339079497487,4,4,2,0,0,0,0,0,0,10,90000,17.238060650535285,0.0,2.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,11.070278251916811,3,0,0,4,4,0,3,3,3,3,2,646,5,0,468,241.1814250948732,4,1114,0,0,7.154758584409821,1,0,1,1,3,1,2,6,6,0,2,2,212.9908068939074,4,4,2,0,102,0,0,0,0,6,159000,19.964327864560765,14.341140371341732,2.5,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,10.280738909744244,3,0,0,4,5,0,3,3,3,3,3,504,5,0,525,227.366583548106,4,1339,0,0,7.345956532962218,0,0,1,0,3,1,3,6,2,0,2,1,123.07673336761623,4,4,2,0,0,0,0,0,0,5,139000,20.291564060294988,0.0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,51,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,11.12028466932125,0,0,0,7,4,380,2,0,3,0,5,0,5,0,1158,248.2242469687273,4,1158,1218,0,7.943398409241192,0,0,3,1,4,1,2,9,6,1,1,3,293.2160971026143,4,4,2,240,154,0,0,0,0,11,325300,22.5528205373417,27.06325743774328,3.5,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22,10.261268083786883,3,0,0,6,6,0,3,3,3,3,5,0,5,0,637,159.13948680226542,1,1108,0,0,7.149149116334468,0,0,1,0,3,1,2,6,6,1,2,1,118.26892625918688,4,4,0,0,0,205,0,0,0,6,139400,18.69496978506223,20.005850465448546,1.0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,77,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,10.615925060768822,3,0,0,7,4,281,2,2,3,3,5,0,5,0,1777,341.14519471861036,4,1795,0,0,7.651015142714428,0,0,2,0,3,1,2,7,6,1,1,2,200.2510356429242,4,4,2,171,159,0,0,0,0,9,230000,22.615965709716306,24.95191697063849,2.0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,6,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,9.521192418787633,3,0,0,4,6,0,3,2,3,3,2,840,5,0,200,229.1706534357071,4,1060,0,0,7.103155580789022,1,0,1,0,3,1,3,6,6,1,2,2,211.78522968974397,4,4,2,100,110,0,0,0,0,6,129900,19.650743972823406,20.23297340737213,2.0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,10.395254185295073,0,0,0,4,7,0,3,3,3,2,4,188,0,668,204,232.43812561999195,4,1060,0,0,7.103155580789022,1,0,1,0,3,1,2,6,6,1,2,1,114.8071154586174,4,4,2,406,90,0,0,0,0,5,154000,19.70070997707421,30.05245818880376,2.0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,42,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,11.12170070547256,3,0,0,7,4,640,2,2,3,3,5,0,5,0,1566,310.5947166137386,4,1600,0,0,7.531248453385112,0,0,2,0,3,1,2,7,6,1,1,3,303.52382983062387,4,4,2,0,56,0,0,0,0,7,256300,21.912052151674363,10.655125272577793,2.0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,10.216547181992288,3,0,0,4,6,0,3,3,3,2,1,234,4,486,180,205.81538449606143,4,900,0,0,6.933338605428782,0,1,1,0,3,1,2,5,6,0,2,2,212.9908068939074,4,4,2,222,32,0,0,0,0,5,134800,18.85245960661535,22.109654088355583,1.5,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,59,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,10.834091687915576,3,0,0,7,4,200,2,0,3,3,2,1218,5,0,486,330.6883106400258,4,1704,0,0,7.596822280498245,1,0,2,0,3,1,2,7,6,1,1,3,270.3485980801,4,4,2,0,50,0,0,0,0,5,306000,22.339568535695534,10.059006866879598,3.0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,11.306169936080265,0,0,0,4,5,0,3,3,3,1,1,1277,5,0,207,298.43737057434777,4,1600,0,0,7.531248453385112,1,0,1,0,2,1,3,6,6,2,1,1,131.5569326277967,4,4,2,288,258,0,0,0,0,12,207500,21.76138857862043,31.387952787043982,2.0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,49,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,10.435325309936404,3,0,0,3,3,0,3,3,3,3,5,0,5,0,649,161.36666091156306,4,649,668,0,7.328729496055375,0,0,1,0,3,1,3,6,6,0,2,1,107.80978564947372,4,1,0,0,54,172,0,0,0,7,40000,19.30600623816229,20.93951134366797,1.0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,88,58,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,10.442148636526476,0,0,0,4,5,0,3,3,3,3,5,0,5,0,1228,259.2872167422959,4,1228,0,0,7.2559905730189955,0,0,1,1,3,1,2,6,6,0,2,1,115.15436807694248,4,4,2,0,65,0,0,0,0,6,149350,20.489581318434166,11.484732814435606,1.5,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,42,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,10.783315131642256,3,0,0,7,4,0,2,0,3,0,5,0,5,0,1234,260.22772276160987,4,1234,0,0,7.261056537156501,0,0,2,0,3,1,2,7,6,0,1,2,184.83485056343181,4,4,2,0,30,0,0,0,0,1,179900,20.516151608379765,7.707812497982982,2.0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,10.72204462556615,0,0,0,4,4,0,3,3,3,3,4,1018,5,0,380,285.497487257979,4,1700,0,0,7.594374653996866,0,1,1,1,4,1,2,6,6,1,1,2,173.23364971080892,4,4,2,0,38,0,0,0,0,4,165500,21.78733177072585,8.731040659592125,2.0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,10.23702499256144,3,0,0,8,4,246,0,0,3,3,2,1153,5,0,408,309.8582381377608,4,1561,0,0,7.5055599518809855,1,0,2,0,2,1,0,6,6,1,0,2,206.94689197807602,4,4,2,203,47,0,0,0,0,8,277500,21.831593154205947,21.947210404432756,3.0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,11.042883823664514,3,0,0,7,4,132,2,0,3,0,5,0,5,0,1117,241.6638881129993,4,1132,1320,0,7.9762587438257775,0,0,3,1,4,1,2,9,6,1,0,3,247.02340410300883,4,4,2,113,32,0,0,0,0,9,309000,22.61099972839149,16.98599321173687,3.5,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,10.760213295987477,3,0,0,4,4,0,3,2,3,3,5,0,5,0,1097,238.44104684622172,4,1097,0,0,7.138786256445434,0,0,1,1,3,1,3,6,6,0,2,2,241.4791565423919,4,4,2,392,64,0,0,0,0,6,145000,19.882436303002546,28.92690775938643,1.5,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,15,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,10.440291112442218,3,0,0,4,5,650,3,3,3,3,4,1213,5,0,84,270.0325984636272,4,1297,0,0,7.3128185730787,0,1,1,0,3,1,3,5,6,1,0,2,189.18039817129286,4,4,2,0,0,0,0,0,0,10,153000,20.789209471828872,0.0,1.5,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,55,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,10.3423671308785,3,0,0,4,6,0,3,3,3,3,2,731,5,0,326,231.9490341168594,4,1057,0,0,7.100212661161425,1,0,1,0,3,1,2,5,6,0,2,1,106.39790612188023,4,4,2,0,52,0,0,0,0,1,109000,19.6857590410042,10.2620185420116,2.0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,57,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,9.986215754082943,3,0,0,3,4,0,3,-1,-1,-1,-1,0,-1,0,0,0.0,2,1152,0,0,7.189602917283218,0,0,2,0,2,2,1,6,6,0,-1,0,0.0,-1,-1,0,0,0,0,0,0,0,6,82000,16.686787198534933,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,10.459670085466657,3,0,0,5,4,101,3,3,3,3,4,643,5,0,445,236.98579007538336,4,1324,0,0,7.334241649682499,0,0,2,0,3,1,3,6,6,1,1,2,171.01884978934424,4,4,2,0,138,0,0,0,0,12,160000,20.39127934317272,16.589605732133073,2.0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,11.35359960518591,3,0,0,4,5,0,3,3,3,1,1,967,5,0,383,278.18542719506513,4,1328,0,0,7.3373784640621516,0,1,1,1,2,1,3,5,6,2,1,1,127.84165050972572,4,4,1,0,104,0,0,0,0,7,170000,20.965534172242254,14.477038034181078,2.0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,10.53714629548599,0,0,0,4,6,0,3,2,3,0,0,747,3,93,0,195.52092191352276,4,884,0,0,6.914733739091339,1,0,1,0,2,1,2,5,6,0,1,2,191.0357047133073,4,2,2,240,0,0,0,0,0,12,144000,18.63381198927655,21.534428007687612,2.0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,10.540029081290903,0,0,0,4,5,0,3,2,3,0,3,280,1,491,167,212.24268170147462,4,938,0,0,6.976240372722746,1,0,1,0,3,1,3,5,6,0,2,1,127.84165050972572,4,4,2,145,0,0,0,0,0,7,130250,19.063999833961013,16.98599321173687,2.0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,33,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,10.346189969724142,3,0,0,4,5,0,3,3,3,3,0,179,1,506,465,246.94898592732943,0,1150,0,0,7.187797669512607,1,0,1,0,3,1,3,6,6,0,1,1,125.123952969291,4,4,2,0,0,0,0,0,0,5,141000,20.134568349651406,0.0,2.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,10.297700465485216,3,0,0,8,4,412,0,0,3,3,2,456,5,0,1296,337.57688678952303,4,1752,0,0,7.625756379688372,1,0,2,0,2,1,0,6,6,1,1,2,212.9908068939074,4,4,2,196,82,0,0,0,0,2,319900,22.502592674961036,23.05467390880205,3.0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,10.982033870259178,0,0,0,6,4,0,2,0,3,3,2,1351,5,0,83,290.9386904531621,4,1518,631,0,7.838639531792612,1,0,1,1,1,1,2,6,6,1,1,2,240.89384542933738,4,4,2,168,43,0,0,198,0,8,239686,22.63414642974947,27.528847918260674,2.5,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
48,10.788970390032508,3,0,0,7,4,0,2,2,3,0,2,24,5,0,1632,323.7490421406038,4,1656,0,0,7.567066515904705,0,0,2,0,3,1,2,7,6,0,1,3,285.64105713995014,4,4,2,0,146,0,0,0,0,7,249700,22.172910147693237,17.041714581006026,2.0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,9.590391768156447,3,0,0,3,4,0,3,3,3,3,5,0,5,0,736,177.20862930019345,4,736,716,0,7.43023078462721,0,0,2,0,2,3,3,8,6,0,-1,0,0.0,-1,-1,0,0,0,102,0,0,0,6,113000,19.86788193140684,14.341140371341732,2.0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
50,10.312072356291296,3,0,0,4,6,0,3,3,3,3,1,763,5,0,192,215.09602895562688,4,955,0,0,6.994877127313153,1,0,1,0,3,1,3,6,6,0,2,1,153.69975786256032,4,4,2,0,0,0,0,0,0,1,127000,19.156470721278588,0.0,2.0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,11.087213027739224,1,0,0,5,5,0,3,2,3,0,2,182,5,0,612,187.49859096456424,4,794,676,0,7.443050048433535,0,1,2,0,3,1,3,6,6,0,0,2,154.3490032752756,4,4,2,0,75,0,0,0,0,7,177000,20.049977647597558,12.332907397091287,2.5,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,10,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,10.028832026741652,3,0,0,5,5,0,3,3,3,3,5,0,5,0,816,191.35002413534082,4,816,0,360,7.21102623548847,0,0,1,0,3,1,3,6,6,1,2,2,198.41594373273853,4,4,2,112,0,0,0,0,0,9,114500,19.374302904504333,15.006150224485015,1.0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,72,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,10.430965348960754,1,0,1,4,4,0,1,2,3,1,3,104,2,712,0,191.35002413534082,4,816,0,0,6.8317411556674745,1,0,1,0,2,1,3,5,6,0,2,2,194.7339079497487,4,4,2,106,0,0,0,0,0,5,110000,18.358804712231095,14.611445107073676,2.0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,12.849676999122643,0,0,0,8,4,0,2,0,3,1,2,1810,5,0,32,350.36232602023614,4,1842,0,0,7.677944658662825,2,0,0,1,0,1,2,5,6,1,0,3,304.63328699617375,4,4,2,857,72,0,0,0,0,11,385000,22.79906904257999,39.841665834025406,2.5,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
